"","clave_municipio","nom_mun","pob_mun"
"1859","24028","SAN LUIS POTOSÍ",892587
"1860","24029","SAN MARTÍN CHALCHICUAUTLA",18468
"1861","24030","SAN NICOLÁS TOLENTINO",4779
"1862","24031","SANTA CATARINA",12163
"1863","24032","SANTA MARÍA DEL RÍO",39877
"1864","24033","SANTO DOMINGO",10785
"1865","24034","SAN VICENTE TANCUAYALAB",14945
"1866","24035","SOLEDAD DE GRACIANO SÁNCHEZ",332068
"1867","24036","TAMASOPO",29184
"1868","24037","TAMAZUNCHALE",95033
"1869","24038","TAMPACÁN",14348
"1870","24039","TAMPAMOLÓN CORONA",13603
"1871","24040","TAMUÍN",36954
"1872","24041","TANLAJÁS",18208
"1873","24042","TANQUIÁN DE ESCOBEDO",13448
"1874","24043","TIERRA NUEVA",7964
"1875","24044","VANEGAS",7557
"1876","24045","VENADO",14188
"1877","24046","VILLA DE ARRIAGA",18206
"1878","24047","VILLA DE GUADALUPE",9277
"1879","24048","VILLA DE LA PAZ",5298
"1880","24049","VILLA DE RAMOS",38389
"1881","24050","VILLA DE REYES",52912
"1882","24051","VILLA HIDALGO",15458
"1883","24052","VILLA JUÁREZ",10304
"1884","24053","AXTLA DE TERRAZAS",32544
"1885","24054","XILITLA",49741
"1886","24055","ZARAGOZA",27386
"1887","24056","VILLA DE ARISTA",17257
"1888","24057","MATLAPA",28996
"1889","24058","EL NARANJO",20959
"1890","24059","VILLA DE POZOS",19318
"1891","25001","AHOME",452900
"1892","25002","ANGOSTURA",44090
"1893","25003","BADIRAGUATO",26445
"1894","25004","CONCORDIA",24861
"1895","25005","COSALÁ",16988
"1896","25006","CULIACÁN",967019
"1897","25007","CHOIX",29295
"1898","25008","ELOTA",55339
"1899","25009","ESCUINAPA",59960
"1900","25010","EL FUERTE",94434
"1901","25011","GUASAVE",259517
"1902","25012","MAZATLÁN",492213
"1903","25013","MOCORITO",40346
"1904","25014","ROSARIO",52325
"1905","25015","SALVADOR ALVARADO",78776
"1906","25016","SAN IGNACIO",19283
"1907","25017","SINALOA",78383
"1908","25018","NAVOLATO",149055
"1909","25019","ELDORADO",36328
"1910","25020","JUAN JOSÉ RÍOS",34280
"1911","26001","ACONCHI",2563
"1912","26002","AGUA PRIETA",91924
"1913","26003","ÁLAMOS",24976
"1914","26004","ALTAR",9490
"1915","26005","ARIVECHI",1177
"1916","26006","ARIZPE",2786
"1917","26007","ATIL",626
"1918","26008","BACADÉHUACHI",979
"1919","26009","BACANORA",759
"1920","26010","BACERAC",1220
"1921","26011","BACOACHI",1475
"1922","26012","BÁCUM",23150
"1923","26013","BANÁMICHI",1825
"1924","26014","BAVIÁCORA",3190
"1925","26015","BAVISPE",1169
"1926","26016","BENJAMÍN HILL",4986
"1927","26017","CABORCA",89120
"1928","26018","CAJEME",436448
"1929","26019","CANANEA",39413
"1930","26020","CARBÓ",4940
"1931","26021","LA COLORADA",1841
"1932","26022","CUCURPE",863
"1933","26023","CUMPAS",5827
"1934","26024","DIVISADEROS",753
"1935","26025","EMPALME",51434
"1936","26026","ETCHOJOA",61309
"1937","26027","FRONTERAS",9037
"1938","26028","GRANADOS",1009
"1939","26029","GUAYMAS",156793
"1940","26030","HERMOSILLO",935954
"1941","26031","HUACHINERA",1186
"1942","26032","HUÁSABAS",888
"1943","26033","HUATABAMPO",77682
"1944","26034","HUÉPAC",943
"1945","26035","IMURIS",12536
"1946","26036","MAGDALENA",33048
"1947","26037","MAZATÁN",1101
"1948","26038","MOCTEZUMA",5173
"1949","26039","NACO",5774
"1950","26040","NÁCORI CHICO",1531
"1951","26041","NACOZARI DE GARCÍA",14365
"1952","26042","NAVOJOA",164378
"1953","26043","NOGALES",264760
"1954","26044","ÓNAVAS",361
"1955","26045","OPODEPE",2422
"1956","26046","OQUITOA",496
"1957","26047","PITIQUITO",9102
"1958","26048","PUERTO PEÑASCO",62653
"1959","26049","QUIRIEGO",3066
"1960","26050","RAYÓN",1496
"1961","26051","ROSARIO",4826
"1962","26052","SAHUARIPA",5253
"1963","26053","SAN FELIPE DE JESÚS",369
"1964","26054","SAN JAVIER",537
"1965","26055","SAN LUIS RÍO COLORADO",199021
"1966","26056","SAN MIGUEL DE HORCASITAS",10729
"1967","26057","SAN PEDRO DE LA CUEVA",1458
"1968","26058","SANTA ANA",16186
"1969","26059","SANTA CRUZ",1835
"1970","26060","SÁRIC",2053
"1971","26061","SOYOPA",1360
"1972","26062","SUAQUI GRANDE",1114
"1973","26063","TEPACHE",1178
"1974","26064","TRINCHERAS",1375
"1975","26065","TUBUTAMA",1473
"1976","26066","URES",8514
"1977","26067","VILLA HIDALGO",1429
"1978","26068","VILLA PESQUEIRA",1042
"1979","26069","YÉCORA",4793
"1980","26070","GENERAL PLUTARCO ELÍAS CALLES",13623
"1981","26071","BENITO JUÁREZ",21674
"1982","26072","SAN IGNACIO RÍO MUERTO",14266
"1983","27001","BALANCÁN",58514
"1984","27002","CÁRDENAS",243229
"1985","27003","CENTLA",107731
"1986","27004","CENTRO",683607
"1987","27005","COMALCALCO",214877
"1988","27006","CUNDUACÁN",137257
"1989","27007","EMILIANO ZAPATA",32181
"1990","27008","HUIMANGUILLO",190885
"1991","27009","JALAPA",37749
"1992","27010","JALPA DE MÉNDEZ",91185
"1993","27011","JONUTA",30795
"1994","27012","MACUSPANA",158601
"1995","27013","NACAJUCA",150300
"1996","27014","PARAÍSO",96741
"1997","27015","TACOTALPA",47905
"1998","27016","TEAPA",58718
"1999","27017","TENOSIQUE",62310
"2000","28001","ABASOLO",9822
"2001","28002","ALDAMA",28724
"2002","28003","ALTAMIRA",269790
"2003","28004","ANTIGUO MORELOS",8850
"2004","28005","BURGOS",4256
"2005","28006","BUSTAMANTE",7542
"2006","28007","CAMARGO",16545
"2007","28008","CASAS",4143
"2008","28009","CIUDAD MADERO",205933
"2009","28010","CRUILLAS",1671
"2010","28011","GÓMEZ FARÍAS",8288
"2011","28012","GONZÁLEZ",41470
"2012","28013","GÜÉMEZ",15032
"2013","28014","GUERRERO",3803
"2014","28015","GUSTAVO DÍAZ ORDAZ",15677
"2015","28016","HIDALGO",17012
"2016","28017","JAUMAVE",15994
"2017","28018","JIMÉNEZ",6375
"2018","28019","LLERA",14639
"2019","28020","MAINERO",2048
"2020","28021","EL MANTE",106143
"2021","28022","MATAMOROS",541971
"2022","28023","MÉNDEZ",4275
"2023","28024","MIER",6383
"2024","28025","MIGUEL ALEMÁN",26237
"2025","28026","MIQUIHUANA",3704
"2026","28027","NUEVO LAREDO",425058
"2027","28028","NUEVO MORELOS",3810
"2028","28029","OCAMPO",13188
"2029","28030","PADILLA",13618
"2030","28031","PALMILLAS",1917
"2031","28032","REYNOSA",704762
"2032","28033","RÍO BRAVO",132484
"2033","28034","SAN CARLOS",7411
"2034","28035","SAN FERNANDO",51399
"2035","28036","SAN NICOLÁS",926
"2036","28037","SOTO LA MARINA",23671
"2037","28038","TAMPICO",297562
"2038","28039","TULA",28230
"2039","28040","VALLE HERMOSO",60036
"2040","28041","VICTORIA",349681
"2041","28042","VILLAGRÁN",5361
"2042","28043","XICOTÉNCATL",22227
"2043","29001","AMAXAC DE GUERRERO",11403
"2044","29002","APETATITLÁN DE ANTONIO CARVAJAL",16003
"2045","29003","ATLANGATEPEC",7085
"2046","29004","ATLTZAYANCA",17986
"2047","29005","APIZACO",80725
"2048","29006","CALPULALPAN",51111
"2049","29007","EL CARMEN TEQUEXQUITLA",17332
"2050","29008","CUAPIAXTLA",16222
"2051","29009","CUAXOMULCO",5928
"2052","29010","CHIAUTEMPAN",73216
"2053","29011","MUÑOZ DE DOMINGO ARENAS",4755
"2054","29012","ESPAÑITA",9416
"2055","29013","HUAMANTLA",98610
"2056","29014","HUEYOTLIPAN",15190
"2057","29015","IXTACUIXTLA DE MARIANO MATAMOROS",38970
"2058","29016","IXTENCO",7504
"2059","29017","MAZATECOCHCO DE JOSÉ MARÍA MORELOS",11583
"2060","29018","CONTLA DE JUAN CUAMATZI",38579
"2061","29019","TEPETITLA DE LARDIZÁBAL",22274
"2062","29020","SANCTÓRUM DE LÁZARO CÁRDENAS",8568
"2063","29021","NANACAMILPA DE MARIANO ARISTA",18679
"2064","29022","ACUAMANALA DE MIGUEL HIDALGO",6432
"2065","29023","NATÍVITAS",26309
"2066","29024","PANOTLA",28357
"2067","29025","SAN PABLO DEL MONTE",82011
"2068","29026","SANTA CRUZ TLAXCALA",24116
"2069","29027","TENANCINGO",12974
"2070","29028","TEOLOCHOLCO",25257
"2071","29029","TEPEYANCO",13328
"2072","29030","TERRENATE",15459
"2073","29031","TETLA DE LA SOLIDARIDAD",35284
"2074","29032","TETLATLAHUCA",13561
"2075","29033","TLAXCALA",99896
"2076","29034","TLAXCO",45410
"2077","29035","TOCATLÁN",6294
"2078","29036","TOTOLAC",22529
"2079","29037","ZILTLALTÉPEC DE TRINIDAD SÁNCHEZ SANTOS",9207
"2080","29038","TZOMPANTEPEC",18006
"2081","29039","XALOZTOC",25607
"2082","29040","XALTOCAN",10591
"2083","29041","PAPALOTLA DE XICOHTÉNCATL",33331
"2084","29042","XICOHTZINCO",14197
"2085","29043","YAUHQUEMEHCAN",40680
"2086","29044","ZACATELCO",45717
"2087","29045","BENITO JUÁREZ",7051
"2088","29046","EMILIANO ZAPATA",4951
"2089","29047","LÁZARO CÁRDENAS",3531
"2090","29048","LA MAGDALENA TLALTELULCO",19036
"2091","29049","SAN DAMIÁN TEXÓLOC",5884
"2092","29050","SAN FRANCISCO TETLANOHCAN",11749
"2093","29051","SAN JERÓNIMO ZACUALPAN",4092
"2094","29052","SAN JOSÉ TEACALCO",6435
"2095","29053","SAN JUAN HUACTZINCO",7688
"2096","29054","SAN LORENZO AXOCOMANITLA",5689
"2097","29055","SAN LUCAS TECOPILCO",3077
"2098","29056","SANTA ANA NOPALUCAN",7952
"2099","29057","SANTA APOLONIA TEACALCO",4636
"2100","29058","SANTA CATARINA AYOMETLA",9463
"2101","29059","SANTA CRUZ QUILEHTLA",7750
"2102","29060","SANTA ISABEL XILOXOXTLA",5443
"2103","30001","ACAJETE",9647
"2104","30002","ACATLÁN",3441
"2105","30003","ACAYUCAN",80776
"2106","30004","ACTOPAN",41742
"2107","30005","ACULA",5249
"2108","30006","ACULTZINGO",23100
"2109","30007","CAMARÓN DE TEJEDA",6533
"2110","30008","ALPATLÁHUAC",10338
"2111","30009","ALTO LUCERO DE GUTIÉRREZ BARRIOS",28171
"2112","30010","ALTOTONGA",64234
"2113","30011","ALVARADO",57009
"2114","30012","AMATITLÁN",7866
"2115","30013","NARANJOS AMATLÁN",26826
"2116","30014","AMATLÁN DE LOS REYES",46877
"2117","30015","ANGEL R. CABADA",33823
"2118","30016","LA ANTIGUA",28611
"2119","30017","APAZAPAN",4709
"2120","30018","AQUILA",1978
"2121","30019","ASTACINGA",6909
"2122","30020","ATLAHUILCO",11526
"2123","30021","ATOYAC",23420
"2124","30022","ATZACAN",22536
"2125","30023","ATZALAN",49180
"2126","30024","TLALTETELA",16485
"2127","30025","AYAHUALULCO",27217
"2128","30026","BANDERILLA",25950
"2129","30027","BENITO JUÁREZ",16120
"2130","30028","BOCA DEL RÍO",144550
"2131","30029","CALCAHUALCO",13701
"2132","30030","CAMERINO Z. MENDOZA",41835
"2133","30031","CARRILLO PUERTO",18888
"2134","30032","CATEMACO",49436
"2135","30033","CAZONES DE HERRERA",24421
"2136","30034","CERRO AZUL",24994
"2137","30035","CITLALTÉPETL",11165
"2138","30036","COACOATZINTLA",11018
"2139","30037","COAHUITLÁN",8176
"2140","30038","COATEPEC",93833
"2141","30039","COATZACOALCOS",310838
"2142","30040","COATZINTLA",55002
"2143","30041","COETZALA",2355
"2144","30042","COLIPA",5743
"2145","30043","COMAPA",19876
"2146","30044","CÓRDOBA",204458
"2147","30045","COSAMALOAPAN DE CARPIO",54682
"2148","30046","COSAUTLÁN DE CARVAJAL",16167
"2149","30047","COSCOMATEPEC",59451
"2150","30048","COSOLEACAQUE",130890
"2151","30049","COTAXTLA",22050
"2152","30050","COXQUIHUI",16333
"2153","30051","COYUTLA",23096
"2154","30052","CUICHAPA",11819
"2155","30053","CUITLÁHUAC",28048
"2156","30054","CHACALTIANGUIS",11434
"2157","30055","CHALMA",13527
"2158","30056","CHICONAMEL",6603
"2159","30057","CHICONQUIACO",13881
"2160","30058","CHICONTEPEC",53848
"2161","30059","CHINAMECA",22237
"2162","30060","CHINAMPA DE GOROSTIZA",16283
"2163","30061","LAS CHOAPAS",80863
"2164","30062","CHOCAMÁN",20763
"2165","30063","CHONTLA",13359
"2166","30064","CHUMATLÁN",4008
"2167","30065","EMILIANO ZAPATA",85276
"2168","30066","ESPINAL",26829
"2169","30067","FILOMENO MATA",18872
"2170","30068","FORTÍN",66356
"2171","30069","GUTIÉRREZ ZAMORA",24072
"2172","30070","HIDALGOTITLÁN",18273
"2173","30071","HUATUSCO",59899
"2174","30072","HUAYACOCOTLA",21796
"2175","30073","HUEYAPAN DE OCAMPO",41667
"2176","30074","HUILOAPAN DE CUAUHTÉMOC",7293
"2177","30075","IGNACIO DE LA LLAVE",16521
"2178","30076","ILAMATLÁN",13377
"2179","30077","ISLA",42783
"2180","30078","IXCATEPEC",12379
"2181","30079","IXHUACÁN DE LOS REYES",11387
"2182","30080","IXHUATLÁN DEL CAFÉ",23119
"2183","30081","IXHUATLANCILLO",27281
"2184","30082","IXHUATLÁN DEL SURESTE",15831
"2185","30083","IXHUATLÁN DE MADERO",50785
"2186","30084","IXMATLAHUACAN",5574
"2187","30085","IXTACZOQUITLÁN",73958
"2188","30086","JALACINGO",46794
"2189","30087","XALAPA",488382
"2190","30088","JALCOMULCO",5054
"2191","30089","JÁLTIPAN",38669
"2192","30090","JAMAPA",11099
"2193","30091","JESÚS CARRANZA",28520
"2194","30092","XICO",39558
"2195","30093","JILOTEPEC",16585
"2196","30094","JUAN RODRÍGUEZ CLARA",38352
"2197","30095","JUCHIQUE DE FERRER",15059
"2198","30096","LANDERO Y COSS",1543
"2199","30097","LERDO DE TEJADA",19123
"2200","30098","MAGDALENA",3299
"2201","30099","MALTRATA",18327
"2202","30100","MANLIO FABIO ALTAMIRANO",23902
"2203","30101","MARIANO ESCOBEDO",38670
"2204","30102","MARTÍNEZ DE LA TORRE",108615
"2205","30103","MECATLÁN",12799
"2206","30104","MECAYAPAN",17090
"2207","30105","MEDELLÍN DE BRAVO",95095
"2208","30106","MIAHUATLÁN",4841
"2209","30107","LAS MINAS",2934
"2210","30108","MINATITLÁN",144775
"2211","30109","MISANTLA",65754
"2212","30110","MIXTLA DE ALTAMIRANO",12125
"2213","30111","MOLOACÁN",16340
"2214","30112","NAOLINCO",22835
"2215","30113","NARANJAL",4614
"2216","30114","NAUTLA",10130
"2217","30115","NOGALES",37314
"2218","30116","OLUTA",17027
"2219","30117","OMEALCA",23773
"2220","30118","ORIZABA",123182
"2221","30119","OTATITLÁN",5651
"2222","30120","OTEAPAN",10722
"2223","30121","OZULUAMA DE MASCAREÑAS",22756
"2224","30122","PAJAPAN",18042
"2225","30123","PÁNUCO",96160
"2226","30124","PAPANTLA",159233
"2227","30125","PASO DEL MACHO",31862
"2228","30126","PASO DE OVEJAS",33428
"2229","30127","LA PERLA",28258
"2230","30128","PEROTE",77169
"2231","30129","PLATÓN SÁNCHEZ",18012
"2232","30130","PLAYA VICENTE",39327
"2233","30131","POZA RICA DE HIDALGO",189451
"2234","30132","LAS VIGAS DE RAMÍREZ",20268
"2235","30133","PUEBLO VIEJO",57903
"2236","30134","PUENTE NACIONAL",23544
"2237","30135","RAFAEL DELGADO",24127
"2238","30136","RAFAEL LUCIO",8317
"2239","30137","LOS REYES",6308
"2240","30138","RÍO BLANCO",41795
"2241","30139","SALTABARRANCA",6114
"2242","30140","SAN ANDRÉS TENEJAPAN",3134
"2243","30141","SAN ANDRÉS TUXTLA",162239
"2244","30142","SAN JUAN EVANGELISTA",32631
"2245","30143","SANTIAGO TUXTLA",57030
"2246","30144","SAYULA DE ALEMÁN",32400
"2247","30145","SOCONUSCO",16542
"2248","30146","SOCHIAPA",3925
"2249","30147","SOLEDAD ATZOMPA",24578
"2250","30148","SOLEDAD DE DOBLADO",28130
"2251","30149","SOTEAPAN",34375
"2252","30150","TAMALÍN",11631
"2253","30151","TAMIAHUA",21902
"2254","30152","TAMPICO ALTO",11561
"2255","30153","TANCOCO",5795
"2256","30154","TANTIMA",11991
"2257","30155","TANTOYUCA",99929
"2258","30156","TATATILA",6041
"2259","30157","CASTILLO DE TEAYO",20145
"2260","30158","TECOLUTLA",24537
"2261","30159","TEHUIPANGO",29686
"2262","30160","ÁLAMO TEMAPACHE",107265
"2263","30161","TEMPOAL",34408
"2264","30162","TENAMPA",6448
"2265","30163","TENOCHTITLÁN",5040
"2266","30164","TEOCELO",16957
"2267","30165","TEPATLAXCO",8925
"2268","30166","TEPETLÁN",9405
"2269","30167","TEPETZINTLA",14615
"2270","30168","TEQUILA",16343
"2271","30169","JOSÉ AZUETA",22701
"2272","30170","TEXCATEPEC",10824
"2273","30171","TEXHUACÁN",5575
"2274","30172","TEXISTEPEC",19925
"2275","30173","TEZONAPA",54537
"2276","30174","TIERRA BLANCA",95561
"2277","30175","TIHUATLÁN",92377
"2278","30176","TLACOJALPAN",4489
"2279","30177","TLACOLULAN",11685
"2280","30178","TLACOTALPAN",12898
"2281","30179","TLACOTEPEC DE MEJÍA",4284
"2282","30180","TLACHICHILCO",10900
"2283","30181","TLALIXCOYAN",37789
"2284","30182","TLALNELHUAYOCAN",19664
"2285","30183","TLAPACOYAN",61377
"2286","30184","TLAQUILPA",7933
"2287","30185","TLILAPAN",5548
"2288","30186","TOMATLÁN",7197
"2289","30187","TONAYÁN",6105
"2290","30188","TOTUTLA",17217
"2291","30189","TUXPAN",154492
"2292","30190","TUXTILLA",2258
"2293","30191","URSULO GALVÁN",30097
"2294","30192","VEGA DE ALATORRE",20186
"2295","30193","VERACRUZ",607160
"2296","30194","VILLA ALDAMA",12492
"2297","30195","XOXOCOTLA",5900
"2298","30196","YANGA",17887
"2299","30197","YECUATLA",11205
"2300","30198","ZACUALPAN",6788
"2301","30199","ZARAGOZA",11899
"2302","30200","ZENTLA",12581
"2303","30201","ZONGOLICA",45028
"2304","30202","ZONTECOMATLÁN DE LÓPEZ Y FUENTES",14644
"2305","30203","ZOZOCOLCO DE HIDALGO",14524
"2306","30204","AGUA DULCE",44104
"2307","30205","EL HIGO",19402
"2308","30206","NANCHITAL DE LÁZARO CÁRDENAS DEL RÍO",29209
"2309","30207","TRES VALLES",44907
"2310","30208","CARLOS A. CARRILLO",23376
"2311","30209","TATAHUICAPAN DE JUÁREZ",15044
"2312","30210","UXPANAPA",30891
"2313","30211","SAN RAFAEL",30351
"2314","30212","SANTIAGO SOCHIAPAN",13062
"2315","31001","ABALÁ",6550
"2316","31002","ACANCEH",16772
"2317","31003","AKIL",12281
"2318","31004","BACA",6195
"2319","31005","BOKOBÁ",2167
"2320","31006","BUCTZOTZ",9159
"2321","31007","CACALCHÉN",7490
"2322","31008","CALOTMUL",3949
"2323","31009","CANSAHCAB",4466
"2324","31010","CANTAMAYEC",2755
"2325","31011","CELESTÚN",8389
"2326","31012","CENOTILLO",3735
"2327","31013","CONKAL",16659
"2328","31014","CUNCUNUL",1714
"2329","31015","CUZAMÁ",5560
"2330","31016","CHACSINKÍN",3104
"2331","31017","CHANKOM",4686
"2332","31018","CHAPAB",3385
"2333","31019","CHEMAX",38934
"2334","31020","CHICXULUB PUEBLO",4497
"2335","31021","CHICHIMILÁ",9406
"2336","31022","CHIKINDZONOT",4363
"2337","31023","CHOCHOLÁ",4863
"2338","31024","CHUMAYEL",3244
"2339","31025","DZAN",6003
"2340","31026","DZEMUL",3622
"2341","31027","DZIDZANTÚN",8345
"2342","31028","DZILAM DE BRAVO",2931
"2343","31029","DZILAM GONZÁLEZ",6238
"2344","31030","DZITÁS",4015
"2345","31031","DZONCAUICH",2818
"2346","31032","ESPITA",16779
"2347","31033","HALACHÓ",21255
"2348","31034","HOCABÁ",6506
"2349","31035","HOCTÚN",6384
"2350","31036","HOMÚN",8090
"2351","31037","HUHÍ",5250
"2352","31038","HUNUCMÁ",35137
"2353","31039","IXIL",4186
"2354","31040","IZAMAL",28555
"2355","31041","KANASÍN",141754
"2356","31042","KANTUNIL",5553
"2357","31043","KAUA",3405
"2358","31044","KINCHIL",7530
"2359","31045","KOPOMÁ",2677
"2360","31046","MAMA",3296
"2361","31047","MANÍ",5968
"2362","31048","MAXCANÚ",23988
"2363","31049","MAYAPÁN",3965
"2364","31050","MÉRIDA",994970
"2365","31051","MOCOCHÁ",3414
"2366","31052","MOTUL",37804
"2367","31053","MUNA",13494
"2368","31054","MUXUPIP",2990
"2369","31055","OPICHÉN",7080
"2370","31056","OXKUTZCAB",33852
"2371","31057","PANABÁ",7766
"2372","31058","PETO",25954
"2373","31059","PROGRESO",66008
"2374","31060","QUINTANA ROO",976
"2375","31061","RÍO LAGARTOS",3974
"2376","31062","SACALUM",4962
"2377","31063","SAMAHIL",5631
"2378","31064","SANAHCAT",1701
"2379","31065","SAN FELIPE",2118
"2380","31066","SANTA ELENA",4216
"2381","31067","SEYÉ",10053
"2382","31068","SINANCHÉ",3206
"2383","31069","SOTUTA",8965
"2384","31070","SUCILÁ",3971
"2385","31071","SUDZAL",1947
"2386","31072","SUMA",1857
"2387","31073","TAHDZIÚ",5854
"2388","31074","TAHMEK",3774
"2389","31075","TEABO",6921
"2390","31076","TECOH",17939
"2391","31077","TEKAL DE VENEGAS",2683
"2392","31078","TEKANTÓ",3747
"2393","31079","TEKAX",45062
"2394","31080","TEKIT",11020
"2395","31081","TEKOM",3355
"2396","31082","TELCHAC PUEBLO",3512
"2397","31083","TELCHAC PUERTO",1915
"2398","31084","TEMAX",7037
"2399","31085","TEMOZÓN",16680
"2400","31086","TEPAKÁN",2133
"2401","31087","TETIZ",5461
"2402","31088","TEYA",1917
"2403","31089","TICUL",40495
"2404","31090","TIMUCUY",7502
"2405","31091","TINUM",12700
"2406","31092","TIXCACALCUPUL",7888
"2407","31093","TIXKOKOB",18420
"2408","31094","TIXMÉHUAC",5444
"2409","31095","TIXPÉHUAL",5690
"2410","31096","TIZIMÍN",80671
"2411","31097","TUNKÁS",3684
"2412","31098","TZUCACAB",15346
"2413","31099","UAYMA",4191
"2414","31100","UCÚ",4049
"2415","31101","UMÁN",69142
"2416","31102","VALLADOLID",85451
"2417","31103","XOCCHEL",3451
"2418","31104","YAXCABÁ",16350
"2419","31105","YAXKUKUL",3293
"2420","31106","YOBAÍN",2214
"2421","32001","APOZOL",6249
"2422","32002","APULCO",4939
"2423","32003","ATOLINGA",2277
"2424","32004","BENITO JUÁREZ",4493
"2425","32005","CALERA",45766
"2426","32006","CAÑITAS DE FELIPE PESCADOR",8255
"2427","32007","CONCEPCIÓN DEL ORO",12103
"2428","32008","CUAUHTÉMOC",13466
"2429","32009","CHALCHIHUITES",10086
"2430","32010","FRESNILLO",240481
"2431","32011","TRINIDAD GARCÍA DE LA CADENA",3338
"2432","32012","GENARO CODINA",8168
"2433","32013","GENERAL ENRIQUE ESTRADA",6644
"2434","32014","GENERAL FRANCISCO R. MURGUÍA",20189
"2435","32015","EL PLATEADO DE JOAQUÍN AMARO",1579
"2436","32016","GENERAL PÁNFILO NATERA",23526
"2437","32017","GUADALUPE",211729
"2438","32018","HUANUSCO",4547
"2439","32019","JALPA",25291
"2440","32020","JEREZ",59908
"2441","32021","JIMÉNEZ DEL TEUL",4448
"2442","32022","JUAN ALDAMA",19749
"2443","32023","JUCHIPILA",12251
"2444","32024","LORETO",53687
"2445","32025","LUIS MOYA",13174
"2446","32026","MAZAPIL",17768
"2447","32027","MELCHOR OCAMPO",2736
"2448","32028","MEZQUITAL DEL ORO",2451
"2449","32029","MIGUEL AUZA",23712
"2450","32030","MOMAX",2445
"2451","32031","MONTE ESCOBEDO",8680
"2452","32032","MORELOS",13207
"2453","32033","MOYAHUA DE ESTRADA",4522
"2454","32034","NOCHISTLÁN DE MEJÍA",27936
"2455","32035","NORIA DE ÁNGELES",16284
"2456","32036","OJOCALIENTE",44141
"2457","32037","PÁNUCO",17464
"2458","32038","PINOS",72209
"2459","32039","RÍO GRANDE",64530
"2460","32040","SAIN ALTO",21844
"2461","32041","EL SALVADOR",2505
"2462","32042","SOMBRERETE",63665
"2463","32043","SUSTICACÁN",1365
"2464","32044","TABASCO",16570
"2465","32045","TEPECHITLÁN",8317
"2466","32046","TEPETONGO",6490
"2467","32047","TEÚL DE GONZÁLEZ ORTEGA",5356
"2468","32048","TLALTENANGO DE SÁNCHEZ ROMÁN",27270
"2469","32049","VALPARAÍSO",32442
"2470","32050","VETAGRANDE",10276
"2471","32051","VILLA DE COS",34617
"2472","32052","VILLA GARCÍA",19525
"2473","32053","VILLA GONZÁLEZ ORTEGA",13204
"2474","32054","VILLA HIDALGO",19446
"2475","32055","VILLANUEVA",31553
"2476","32056","ZACATECAS",149600
"2477","32057","TRANCOSO",20455
"2478","32058","SANTA MARÍA DE LA PAZ",2767
